"""法令で規定されている用語の定義及び事業の届出に関する次の記述のうち、誤っているものはいくつあるか。


・「ガス事業」とは、ガス小売事業、一般ガス導管事業、特定ガス導管事業、託送供給事業及びガス製造事業をいう。

・「ガス小売事業者」とは、ガス小売事業を営もうとして、経済産業大臣の登録を受けた者をいう。

・ガスを供給する事業を営む他の者から導管によりガスを受け入れた者が、同時に、その受け入れた場所以外の場所において、当該他の者のガスを供給する事業の用に供するためのガスの量の変動であって経済産業省令で定める範囲内のものに応じて、当該他の者に対して、導管によりガスの供給を行うことは、「託送供給」である。

・ガス製造事業を営もうとする者は、経済産業省令で定めるところにより、ガス発生設備及びガスホルダーにあっては、これらの設置の場所、種類及び能力別の数を、経済産業大臣に届け出なければならない。

・「最終保障供給」とは、一般ガス導管事業者自らの供給区域における一般の需要(ガス小売事業者から小売供給を受けているものを除く。)に応ずるガスの供給を保障するための小売供給をいう。""",1,2,3,4,5,,,,,1,[img:/static/explain/kr5/r5kh1.jpg]
"""法令で規定されている一般ガス導管事業者、特定ガス導管事業者及びガス製造事業者の業務に関する次の記述のうち、正しいものはいくつあるか。


・ガス製造事業者は、経済産業省令で定めるところにより、その製造するガスの熱量、圧力及び燃焼性を測定し、その結果を記録し、これを報告しなければならない。

・一般ガス導管事業者は、災害その他の非常時にガスの熱量及び燃焼性を測定することが困難な場合において、熱量及び燃焼性が測定された液化天然ガスを用いてその成分に変更を加えることなく一時的に供給するときは、熱量及び燃焼性を測定することを要しない。

・特定ガス導管事業者は、正当な理由がなければ、最終保障供給を拒んではならない。

・一般ガス導管事業者は、経済産業省令で定めるところにより、毎年度、当該年度以降経済産業省令で定める期間における供給計画を作成し、当該年度の開始前に(一般ガス導管事業者となった日を含む年度にあっては、一般ガス導管事業者となった後遅滞なく)、経済産業大臣に届け出なければならない。

・ガス製造事業者は、その製造するガスの圧力にあっては、常時、ガスホルダーの出口及び経済産業大臣が指定する場所において、圧力値を自動的に記録する圧力計を使用して測定しなければならない。""",1,2,3,4,5,,,,,3,[img:/static/explain/kr5/r5kh2.jpg]
"""法令で規定されているガス工作物及び保安規程に関する次の記述のうち、誤っているものはいくつあるか。 


・一般ガス導管事業者は、一般ガス導管事業の用に供するガス工作物を経済産業省令で定める技術上の基準に適合するように維持しなければならない。

・一般ガス導管事業の用に供するガス工作物のうち一般ガス導管事業者以外の者が所有するガス工作物について一般ガス導管事業者が技術基準への適合の維持のため必要な措置を講じようとするときは、当該ガス工作物の所有者はその措置の実施に協力するよう努めなければならない。

・一般ガス導管事業者は、一般ガス導管事業の用に供するガス工作物の工事、維持及び運用に関する保安を確保するため、経済産業省令で定めるところにより、保安規程を定め、事業の開始前に、経済産業大臣の許可を受けなければならない。

・保安規程には、経済産業省との連携協力に関することを定めなければならない。

・保安規程には、導管の工事現場の責任者の条件その他導管の工事現場における保安監督体制に関することを定めなければならない。""",1,2,3,4,5,,,,,2,[img:/static/explain/kr5/r5kh3.jpg]
"""次のガス事故のうち、ガス事故速報及びガス事故詳報を報告することが法令で規定されているものはいくつあるか。ただし、台風、高潮、洪水、津波、地震その他の自然災害又は火災による広範囲の地域にわたるガス工作物の損壊事故、製造支障事故又は供給支障事故であって、経済産業大臣が指定するものではない。


・ガスの供給に支障を及ぼした事故であって、供給支障戸数が500以上のもの

・工事中のガス工作物(ガス栓を除く。)の損壊により人が負傷した事故

・製造支障時間が5時間以上の製造支障事故

・ガス栓の損壊によりガス栓から漏えいしたガスに引火することにより、発生した負傷事故

・消費機器から漏えいしたガスに引火することにより、発生した負傷事故""",1,2,3,4,5,,,,,4,[img:/static/explain/kr5/r5kh4.jpg]
"""法令で規定されているガス主任技術者と立入検査に関する次の記述のうち、正しいものはいくつあるか。


・ガス小売事業者は、経済産業省令で定めるところにより、ガス主任技術者免状の交付を受けている者、又は経済産業省令で定める実務の経験を有するもののいずれかのうちから、ガス主任技術者を選任し、ガス小売事業の用に供するガス工作物の工事、維持及び運用に関する保安の監督をさせなければならない。

・経済産業省令で定める実務の経験は、甲種ガス主任技術者免状の交付を受けている者にあっては、製造又は供給の用に供するガス工作物の工事、維持又は運用に関する業務に通算して1年以上従事したこととする。
・一般ガス導管事業者は、ガス主任技術者を選任したときは、遅滞なく、その旨を経済産業大臣に届け出なければならない。これを解任したときも、同様とする。
・経済産業大臣は、一般ガス導管事業者に対しガス主任技術者の解任を、ガス主任技術者免状の交付を受けている者に対しそのガス主任技術者免状の返納を命ずることができる。
・経済産業大臣は、この法律の施行に必要な限度において、登録ガス工作物検査機関の職員に、ガス事業者の営業所、事務所その他の事業場に立ち入り、帳簿書類その他の物件を検査させることができる。""",1,2,3,4,5,,,,,3,[img:/static/explain/kr5/r5kh5.jpg]
"""法令で規定されている工事計画、使用前検査及び定期自主検査に関する次の記述のうち、正しいものはいくつあるか。


・工事の計画の届出をした一般ガス導管事業者は、その届出が受理された日から30日を経過した後でなければ、その届出に係る工事を開始してはならない。ただし、その工事が経済産業省令で定める軽微なものであるときは、この限りでない。

・経済産業大臣は、工事の計画が経済産業省令で定める技術上の基準に適合していないと認めるときは、一般ガス導管事業者に対し、その届出が提出された日から30日以内に限り、その工事の計画を変更し、又は廃止すべきことを命ずることができる。

・一般ガス導管事業者は、経済産業省令で定めるものの工事について自主検査を行い、その結果について登録ガス工作物検査機関が行う検査を受け、これに合格した後でなければ、これを使用してはならない。ただし、経済産業省令で定める場合は、この限りでない。

・使用前自主検査の記録には、自主検査の結果に基づいて補修等の措置を講じたときは、その内容を記載しなければならない。ただし、その補修等の措置が経済産業省令で定める軽微なものであるときは、この限りでない。

・一般ガス導管事業者は、一般ガス導管事業の用に供するガス工作物であって経済産業省令で定めるものについては、経済産業省令で定めるところにより、定期に、自主検査を行い、その検査記録を作成し、経済産業大臣に届け出なければならない。""",1,2,3,4,5,,,,,1,[img:/static/explain/kr5/r5kh6.jpg]
"""ガス工作物に関する次の行為のうち、技術基準に適合しているものはいくつあるか。


・製造所及び供給所において、周囲の状況により公衆が立ち入るおそれがないため、さく等を設置しなかった。

・製造所(特定製造所を除く。)、供給所及び導管を管理する事業場において、緊急時に迅速な通信を確保するため、加入電話設備を設置した。

・ガスの種類、ガス工作物の状況、周囲の状況等の理由により経済産業大臣の認可を受け、告示で定める離隔距離を有しないでガス工作物を設置した。

・製造所において、ガス又は液化ガスを通するガス工作物から漏えいしたガスが滞留するおそれのある製造所内の適当な場所に、当該ガスの漏えいを適切に検知し、かつ、警報する設備を設置した。

・製造所若しくは供給所に設置するガス若しくは液化ガスを通ずるガス工作物又は移動式ガス発生設備の付近に設置する電気設備を、その設置場所の状況及び当該ガス又は液化ガスの種類に応じた防爆性能を有するものとした。""",1,2,3,4,5,,,,,5,[img:/static/explain/kr5/r5kh7.jpg]
"""技術基準で規定されているガス工作物に関する次の記述のうち、誤っているものはいくつあるか。


・ガスホルダーのガスを貯蔵する部分の主要材料は、最高使用温度及び最低使用温度において材料に及ぼす化学的及び物理的影響に対し、設備の種類、規模に応じて安全な機械的性質を有するものでなければならない。

・昇圧供給装置の耐圧部分の構造は、供用中の荷重並びに最高使用温度及び最低使用温度における最高使用圧力に対し、設備の種類、規模に応じて適切な構造でなければならない。

・整圧器及び特定ガス発生設備に属する調整装置の耐圧部分は、適切な方法により耐圧試験を行ったときにこれに耐えるものでなければならない。

・最高使用圧力が低圧の導管であってガスを通ずる部分は、適切な方法により気密試験を行ったとき漏えいがないものでなければならない。

・ガス工作物のガス又は液化ガスを通ずる部分であって、内面に零Paを超える圧力を受ける部分の溶接された部分は、溶込みが十分で、溶接による割れ等で有害な欠陥がなく、かつ、運用時に問題を生じない強度でなければならない。""",1,2,3,4,5,,,,,2,[img:/static/explain/kr5/r5kh8.jpg]
"""技術基準で規定されているガス工作物に関する次の記述のうち、誤っているものはいくつあるか。


・最高使用圧力が高圧のガス発生設備であって、過圧が生ずるおそれのあるものには、その圧力を逃がすために適切なインターロック機構を設けなければならない。

・移動式ガス発生設備には、設備の損傷を防止するため使用の状態を記録し、これを保存できる適切な措置が講じられていなければならない。

・中圧のガス圧力により行う大口供給の用に供するガスは、容易に臭気によるガスの感知ができるように、付臭されていなければならない。

・液化ガス用貯槽又はこの付近には、その外部から見やすいようにガス主任技術者の氏名及び連絡先の表示をしなければならない。

・液化ガス用貯槽(不活性の液化ガス用のものを除く。)の埋設された部分には、設置された状況により腐食を生ずるおそれがある場合には、当該設備の腐食を防止するための適切な措置を講じなければならない。""",1,2,3,4,5,,,,,4,[img:/static/explain/kr5/r5kh9.jpg]
"""技術基準で規定されているガス工作物に関する次の記述のうち、正しいものはいくつあるか。


・製造設備(ガスホルダー、液化ガス用貯槽及び特定ガス発生設備を除く。)には、使用中に生じた異常による災害の発生を防止するため、その異常が発生した場合にガス又は液化ガスの流出及び流入を速やかに遮断し、そのガス又は液化ガスを回収することができる適切な装置を適切な箇所に設けなければならない。

・ガス(不活性のガスを除く。)を発生させる設備(特定ガス発生設備及び移動式ガス発生設備を除く。)は、使用中に生じた異常による災害の発生を防止するため、その異常が発生した場合に迅速かつ安全にガスの発生を停止し、又は迅速かつ安全にガスを処理することができるものでなければならない。

・移動式ガス発生設備の容器又は容器の設置場所には、容器内の圧力が異常に上昇しないよう適切な温度に維持できる適切な措置を講じなければならない。

・温水で加熱する構造の気化装置であって、加熱部の温水が凍結するおそれのあるものには、これを防止する措置を講じなければならない。

・容器に附属する気化装置内においてガスを発生させる特定ガス発生設備の容器の部分には、当該容器内の液化ガスの温度を確認することができる装置を設けなければならない。""",1,2,3,4,5,,,,,3,[img:/static/explain/kr5/r5kh10.jpg]
